IDCIM10	LIB	IDCHAP	CODE1	NIVEAU	CODE2	LOGIN	STATUT	INTERDIT	FREQ
1693	Tumeur bénigne de l'oeil, sans précision	0	D319	1			0	0	2
1695	Tumeur bénigne des méninges cérébrales	0	D320	2			0	0	1793
1696	Tumeur bénigne des méninges rachidiennes	0	D321	2			0	0	92
1697	Tumeur bénigne des méninges, sans précision	0	D329	2			0	0	107
1699	Tumeur bénigne de l'encéphale, supratentoriel	0	D330	1			0	0	88
1700	Tumeur bénigne de l'encéphale, infratentoriel	0	D331	1			0	0	48
1701	Tumeur bénigne de l'encéphale, sans précision	0	D332	1			0	0	498
1702	Tumeur bénigne des nerfs crâniens	0	D333	1			0	0	825
1703	Tumeur bénigne de la moelle épinière	0	D334	1			0	0	252
1704	Tumeur bénigne d'autres parties précisées du système nerveux central	0	D337	1			0	0	30
1705	Tumeur bénigne du système nerveux (central), sans précision	0	D339	1			0	0	312
1706	Tumeur bénigne de la thyroïde	0	D34	1			0	0	123
1708	Tumeur bénigne de la surrénale	0	D350	1			0	0	328
1709	Tumeur bénigne d'une parathyroïde	0	D351	1			0	0	147
1710	Tumeur bénigne de l'hypophyse	0	D352	1			0	0	2453
1711	Tumeur bénigne du canal cranio-pharyngien	0	D353	1			0	0	35
1712	Tumeur bénigne de l'épiphyse	0	D354	1			0	0	2
1713	Tumeur bénigne du corpuscule carotidien	0	D355	1			0	0	1
1714	Tumeur bénigne du glomus aortique et autres paraganglions	0	D356	1			0	0	2
1715	Tumeur bénigne d'autres glandes endocrines précisées	0	D357	1			0	0	5
1716	Tumeur bénigne de plusieurs glandes endocrines	0	D358	1			0	0	3
1717	Tumeur bénigne d'une glande endocrine, sans précision	0	D359	1		1	0	0	2
1719	Tumeur bénigne des ganglions lymphatiques	0	D360	1			0	0	355
1720	Tumeur bénigne des nerfs périphériques et du système nerveux autonome	0	D361	1			0	0	139
1721	Tumeur bénigne d'autres sièges précisés	0	D367	1			0	0	105
1722	Tumeur bénigne de siège non précisé	0	D369	1		1	0	0	13
1724	Tumeur à évolution imprévisible ou inconnue de la lèvre, de la cavité buccale et du pharynx	0	D370	2			0	0	470
1725	Tumeur à évolution imprévisible ou inconnue de l'estomac	0	D371	2			0	0	14
1726	Tumeur à évolution imprévisible ou inconnue de l'intestin grêle	0	D372	2			0	0	11
1727	Tumeur à évolution imprévisible ou inconnue de l'appendice	0	D373	2			0	0	5
1728	Tumeur à évolution imprévisible ou inconnue du côlon	0	D374	2			0	0	44
1729	Tumeur à évolution imprévisible ou inconnue du rectum	0	D375	2			0	0	86
1730	Tumeur à évolution imprévisible ou inconnue du foie, de la vésicule et des voies biliaires	0	D376	1			0	0	32
1731	Tumeur à évolution imprévisible ou inconnue d'autres organes digestifs	0	D377	1			0	0	35
1732	Tumeur à évolution imprévisible ou inconnue de l'appareil digestif, sans précision	0	D379	1		1	0	0	32
1734	Tumeur à évolution imprévisible ou inconnue du larynx	0	D380	2			0	0	122
1735	Tumeur à évolution imprévisible ou inconnue de la trachée, des bronches et du poumon	0	D381	2			0	0	37
1736	Tumeur à évolution imprévisible ou inconnue de la plèvre	0	D382	2			0	0	3
1737	Tumeur à évolution imprévisible ou inconnue du médiastin	0	D383	2			0	0	8
1738	Tumeur à évolution imprévisible ou inconnue du thymus	0	D384	2			0	0	1
1739	Tumeur à évolution imprévisible ou inconnue d'autres organes respiratoires	0	D385	2			0	0	179
1742	Tumeur à évolution imprévisible ou inconnue de l'utérus	0	D390	1			0	0	56
1743	Tumeur à évolution imprévisible ou inconnue de l'ovaire	0	D391	1			0	0	70
1745	Tumeur à évolution imprévisible ou inconnue d'autres organes génitaux de la femme	0	D397	1			0	0	1
1746	Tumeur à évolution imprévisible ou inconnue d'un organe génital de la femme, sans précision	0	D399	1			0	0	11
1748	Tumeur à évolution imprévisible ou inconnue de la prostate	0	D400	1			0	0	35
1749	Tumeur à évolution imprévisible ou inconnue du testicule	0	D401	1			0	0	7
1750	Tumeur à évolution imprévisible ou inconnue d'autres organes génitaux de l'homme	0	D407	1			0	0	3
1751	Tumeur à évolution imprévisible ou inconnue d'un organe génital de l'homme, sans précision	0	D409	1			0	0	4
1753	Tumeur à évolution imprévisible ou inconnue du rein	0	D410	2			0	0	67
1756	Tumeur à évolution imprévisible ou inconnue de l'urètre	0	D413	2			0	0	1
1757	Tumeur à évolution imprévisible ou inconnue de la vessie	0	D414	1			0	0	857
1759	Tumeur à évolution imprévisible ou inconnue d'un organe urinaire, sans précision	0	D419	1			0	0	17
1761	Tumeur à évolution imprévisible ou inconnue des méninges cérébrales	0	D420	2			0	0	257
1762	Tumeur à évolution imprévisible ou inconnue des méninges rachidiennes	0	D421	2			0	0	15
1763	Tumeur à évolution imprévisible ou inconnue des méninges, sans précision	0	D429	2			0	0	27
1765	Tumeur à évolution imprévisible ou inconnue de l'encéphale, supratentoriel	0	D430	2			0	0	66
1766	Tumeur à évolution imprévisible ou inconnue de l'encéphale, infratentoriel	0	D431	2			0	0	28
1767	Tumeur à évolution imprévisible ou inconnue de l'encéphale, sans précision	0	D432	2			0	0	606
1768	Tumeur à évolution imprévisible ou inconnue des nerfs crâniens	0	D433	2			0	0	13
1769	Tumeur à évolution imprévisible ou inconnue de la moelle épinière	0	D434	2			0	0	23
1770	Tumeur à évolution imprévisible ou inconnue d'autres parties du système nerveux central	0	D437	2			0	0	18
1771	Tumeur à évolution imprévisible ou inconnue du système nerveux (central), sans précision	0	D439	2			0	0	21
1773	Tumeur à évolution imprévisible ou inconnue de la thyroïde	0	D440	1			0	0	125
1774	Tumeur à évolution imprévisible ou inconnue de la surrénale	0	D441	1			0	0	51
1775	Tumeur à évolution imprévisible ou inconnue d'une parathyroïde	0	D442	1			0	0	2
1776	Tumeur à évolution imprévisible ou inconnue de l'hypophyse	0	D443	1			0	0	78
1777	Tumeur à évolution imprévisible ou inconnue du canal craniopharyngien	0	D444	1			0	0	40
1778	Craniopharyngiome	0	D4440	2			0	0	86
1779	Autres tumeur à évolution imprévisible ou inconnue du canal craniopharyngien	0	D4448	1			0	0	1
1780	Tumeur à évolution imprévisible ou inconnue de l'épiphyse	0	D445	1			0	0	14
1781	Tumeur à évolution imprévisible ou inconnue du corpuscule carotidien	0	D446	1			0	0	51
1782	Tumeur à évolution imprévisible ou inconnue du glomus aortique et autres paraganglions	0	D447	1			0	0	151
1783	Tumeur à évolution imprévisible ou inconnue de plusieurs glandes endocrines	0	D448	1			0	0	32
1784	Tumeur à évolution imprévisible ou inconnue d'une glande endocrine, sans précision	0	D449	1			0	0	4
1785	Polyglobulie essentielle	0	D45	1			0	0	784
1787	Anémie réfractaire non sidéroblastique, ainsi précisée	0	D460	2			0	0	277
1788	Anémie réfractaire sidéroblastique	0	D461	2			0	0	405
1789	Anémie réfractaire avec excès de blastes	0	D462	2			0	0	737
1790	Anémie réfractaire avec excès de blastes en transformation	0	D463	2			0	0	188
1791	Anémie réfractaire, non précisée	0	D464	2			0	0	937
1792	Autres syndromes myélodysplasiques	0	D467	2			0	0	80
1793	Syndrome myélodysplasique, sans précision	0	D469	2			0	0	8768
1795	Tumeurs à histiocytes et mastocytes (à évolution imprévisible et inconnue)	0	D470	2			0	0	4
1796	Maladie myéloproliférative (chronique)	0	D471	1			0	0	2433
1797	Gammapathie monoclonale	0	D472	2			0	0	1450
1798	Thrombocytémie essentielle (hémorragique)	0	D473	1			0	0	458
1799	Autres tumeurs précisées à évolution imprévisible et inconnue des tissus lymphoïde, hématopoïétique et apparentés à (évolution imprévisible ou inconnue)	0	D477	1			0	0	282
1800	Tumeur à évolution imprévisible et inconnue des tissus lymphoïde, hématopoïétique et apparentés (à évolution imprévisible ou inconnue), sans précision	0	D479	1			0	0	143
1802	Tumeur à évolution imprévisible et inconnue des os et du cartilage articulaire	0	D480	1			0	0	204
1803	Tumeur à évolution imprévisible et inconnue du tissu conjonctif et des autres tissus mous	0	D481	1			0	0	151
1804	Tumeur à évolution imprévisible et inconnue des nerfs périphériques et du système nerveux autonome	0	D482	1			0	0	45
1805	Tumeur à évolution imprévisible et inconnue du rétropéritoine	0	D483	1			0	0	1
1806	Tératome sacro-coccygien [dysembryome]	0	D4830	1			0	0	2
1807	Autres tumeurs à évolution imprévisible ou inconnue du rétropéritoine	0	D4838	1			0	0	6
1808	Tumeur à évolution imprévisible du péritoine	0	D484	1			0	0	5
1809	Tumeur à évolution imprévisible et inconnue de la peau	0	D485	1			0	0	343
1810	Tumeur à évolution imprévisible et inconnue du sein	0	D486	1			0	0	196
1811	Tumeur à évolution imprévisible et inconnue d'autres sièges précisés	0	D487	1			0	0	130
1812	Tumeur à évolution imprévisible ou inconnue, sans précision	0	D489	1		1	0	0	140
1814	Anémie par carence en fer secondaire à une perte de sang (chronique)	0	D500	2			0	0	2083
1815	Dysphagie sidéropénique	0	D501	2			0	0	13
1816	Autres anémies par carence en fer	0	D508	2			0	0	995
1817	Anémie par carence en fer, sans précision	0	D509	2			0	0	7384
1819	Anémie par carence en vitamine B12 due à une carence en facteur intrinsèque	0	D510	2			0	0	444
1820	Anémie par carence en vitamine B12 due à une malabsorption sélective de la vitamine B12, avec protéinurie	0	D511	2			0	0	19
1821	Carence en transcobalamine II	0	D512	2			0	0	3
1822	Autres anémies par carence alimentaire en vitamine B12	0	D513	2			0	0	4
1823	Autres anémies par carence en vitamine B12	0	D518	2			0	0	19
1824	Anémie par carence en vitamine B12, sans précision	0	D519	2			0	0	212
1826	Anémie par carence alimentaire en acide folique	0	D520	2			0	0	108
1827	Anémie par carence en acide folique due à des médicaments	0	D521	2			0	0	22
1828	Autres anémies par carence en acide folique	0	D528	2			0	0	25
1829	Anémie par carence en acide folique, sans précision	0	D529	2			0	0	108
1831	Anémie par carence en protéines	0	D530	2			0	0	21
1832	Autres anémies mégaloblastiques, non classées ailleurs	0	D531	2			0	0	12
1833	Anémie scorbutique	0	D532	2			0	0	16
1834	Autres anémies nutritionnelles précisées	0	D538	2			0	0	37
1835	Anémie nutritionnelle, sans précision	0	D539	2			0	0	265
1837	Anémie due à une carence en glucose-6-phosphate déshydrogénase [G6PD]	0	D550	1			0	0	57
1838	Anémie due à d'autres anomalies du métabolisme du glutathion	0	D551	1			0	0	2
1839	Anémie due à des anomalies des enzymes glycolytiques	0	D552	1			0	0	1
1840	Anémie due à des anomalies du métabolisme des nucléotides	0	D553	1			0	0	4
1841	Autres anémies dues à des anomalies enzymatiques	0	D558	1			0	0	13
1842	Anémie due à des anomalies enzymatiques, sans précision	0	D559	1			0	0	21
1844	Alpha-thalassémie	0	D560	1			0	0	165
1845	Bêta-thalassémie	0	D561	1			0	0	197
1846	Delta-bêta-thalassémie	0	D562	1			0	0	5
1847	Trait thalassémique	0	D563	1			0	0	33
1848	Persistance héréditaire de l'hémoglobine foetale [HbF]	0	D564	1			0	0	1
1849	Autres thalassémies	0	D568	1			0	0	9
1850	Thalassémie, sans précision	0	D569	1			0	0	373
1852	Anémie à hématies falciformes [anémie drépanocytaire] avec crises	0	D570	1			0	0	2019
1853	Anémie à hématies falciformes (sans crises)	0	D571	1			0	0	597
1854	Affections à hématies falciformes [drépanocytaires] hétérozygotes doubles	0	D572	1			0	0	226
1855	Trait de la maladie des hématies falciformes [drépanocytaire]	0	D573	1			0	0	110
1856	Autres affections à hématies falciformes [drépanocytaires]	0	D578	1			0	0	289
1858	Sphérocytose héréditaire	0	D580	1			0	0	62
1859	Elliptocytose héréditaire	0	D581	1			0	0	8
1860	Autres hémoglobinopathies	0	D582	1			0	0	102
1861	Autres anémies hémolytiques héréditaires précisées	0	D588	1			0	0	7
1862	Anémie hémolytique héréditaire, sans précision	0	D589	1			0	0	142
1864	Anémie hémolytique auto-immune, due à des médicaments	0	D590	2			0	0	77
1865	Autres anémies hémolytiques auto-immunes	0	D591	2			0	0	1434
1866	Anémie hémolytique non auto-immune, due à des médicaments	0	D592	2			0	0	51
1867	Syndrome hémolytique urémique	0	D593	2			0	0	98
1868	Autres anémies hémolytiques non auto-immunes	0	D594	2			0	0	65
1869	Hémoglobinurie nocturne paroxystique [Marchiafava-Micheli]	0	D595	2			0	0	2395
1870	Hémoglobinurie due à une hémolyse relevant d'autres causes externes	0	D596	2			0	0	13
1871	Autres anémies hémolytiques acquises	0	D598	2			0	0	32
1872	Anémie hémolytique acquise, sans précision	0	D599	2			0	0	617
1874	Aplasie médullaire acquise pure, chronique	0	D600	3			0	0	169
1875	Aplasie médullaire acquise pure, transitoire	0	D601	3			0	0	197
1876	Autres aplasies médullaires acquises pures	0	D608	3			0	0	9
1877	Aplasie médullaire acquise pure, sans précision	0	D609	3			0	0	354
1879	Aplasie médullaire constitutionnelle	0	D610	3			0	0	1351
1880	Aplasie médullaire médicamenteuse	0	D611	3			0	0	7844
1881	Aplasie médullaire due à d'autres agents externes	0	D612	3			0	0	20
1882	Aplasie médullaire idiopathique	0	D613	3			0	0	1849
1883	Autres aplasies médullaires précisées	0	D618	3			0	0	49
1884	Aplasie médullaire, sans précision	0	D619	3			0	0	2992
1885	Anémie posthémorragique aiguë	0	D62	2			0	0	5752
1887	Anémie au cours de maladies tumorales (C00-D48)	0	D630	2			0	0	10305
1888	Anémie au cours d'autres maladies chroniques classées ailleurs	0	D638	3			0	0	1981
1890	Anémie sidéroblastique héréditaire	0	D640	2			0	0	50
1891	Anémie sidéroblastique secondaire, due à une maladie	0	D641	2			0	0	15
1892	Anémie sidéroblastique secondaire, due à des médicaments et des toxines	0	D642	2			0	0	62
1893	Autres anémies sidéroblastiques	0	D643	2			0	0	37
1894	Anémie dysérythropoïétique congénitale	0	D644	2			0	0	126
1895	Autres anémies précisées	0	D648	2			0	0	1486
1896	Anémie, sans précision	0	D649	1			0	0	8673
1897	Coagulation intravasculaire disséminée [syndrome de défibrination]	0	D65	2			0	0	1912
1898	Carence héréditaire en facteur VIII	0	D66	2			0	0	77
1899	Carence héréditaire en facteur IX	0	D67	2			0	0	30
1901	Maladie de von Willebrand	0	D680	1			0	0	373
1902	Carence héréditaire en facteur XI	0	D681	1			0	0	102
1903	Carence héréditaire en autres facteurs de coagulation	0	D682	1			0	0	115
1904	Troubles hémorragiques dus à des anticoagulants circulants	0	D683	2			0	0	226
1905	Carence acquise en facteur de coagulation	0	D684	2			0	0	441
1907	Autres thrombophilies	0	D686	1			0	0	23
1908	Autres anomalies précisées de la coagulation	0	D688	1			0	0	360
1909	Anomalie de la coagulation, sans précision	0	D689	1			0	0	1668
1911	Purpura allergique	0	D690	1			0	0	311
1912	Modifications qualitatives des plaquettes	0	D691	1			0	0	70
1913	Autres purpuras (non thrombopéniques)	0	D692	1			0	0	262
1914	Purpura thrombopénique idiopathique	0	D693	1			0	0	2994
1915	Autres thrombopénies primaires	0	D694	1			0	0	300
1916	Thrombopénie secondaire	0	D695	1			0	0	1465
1917	Thrombopénie, sans précision	0	D696	1			0	0	9155
1918	Autres affections hémorragiques précisées	0	D698	1			0	0	31
1919	Affection hémorragique, sans précision	0	D699	1		1	0	0	355
1920	Agranulocytose	0	D70	2			0	0	3972
1921	Anomalies fonctionnelles des granulocytes neutrophiles	0	D71	2			0	0	62
1923	Anomalies génétiques des leucocytes	0	D720	1			0	0	11
1924	Éosinophilie	0	D721	1			0	0	331
1925	Autres anomalies précisées des leucocytes	0	D728	1			0	0	230
1926	Anomalie des leucocytes, sans précision	0	D729	1		1	0	0	89
1928	Hyposplénisme	0	D730	1			0	0	206
1929	Hypersplénisme	0	D731	2			0	0	209
1930	Splénomégalie congestive chronique	0	D732	2			0	0	11
1931	Abcès de la rate	0	D733	4			0	0	40
1932	Kyste de la rate	0	D734	1			0	0	15
1933	Infarctus de la rate	0	D735	3			0	0	40
1934	Autres maladies de la rate	0	D738	1			0	0	19
1935	Maladie de la rate, sans précision	0	D739	1		1	0	0	9
1937	Méthémoglobinémie congénitale	0	D740	2			0	0	9
1938	Autres méthémoglobinémies	0	D748	2			0	0	6
1939	Méthémoglobinémie, sans précision	0	D749	2			0	0	7
1941	Érythrocytose familiale	0	D750	1			0	0	5
1942	Polycythémie secondaire	0	D751	1			0	0	239
1943	Thrombocytose essentielle	0	D752	2			0	0	336
1944	Autres maladies précisées du sang et des organes hématopoïétiques	0	D758	1			0	0	207
1945	Maladie du sang et des organes hématopoïétiques, sans précision	0	D759	1		1	0	0	141
1948	Lymphohistiocytose hémophagocytaire	0	D761	3			0	0	112
1949	Syndrome hémophagocytaire associé à une infection	0	D762	3			0	0	76
1950	Autres syndromes histiocytaires	0	D763	1			0	0	500
1951	Autres maladies du sang et des organes hématopoïétiques au cours de maladies classées ailleurs	0	D77	1			0	0	6
1953	Hypogammaglobulinémie héréditaire	0	D800	1			0	0	2920
1954	Hypogammaglobulinémie (non familiale)	0	D801	1			0	0	434
1955	Déficit sélectif en immunoglobuline A [IgA]	0	D802	1			0	0	34
1956	Déficit sélectif en sous-classes d'immunoglobulines G [IgG]	0	D803	1			0	0	19
1957	Déficit sélectif en immunoglobuline M [IgM]	0	D804	1			0	0	9
1958	Déficit immunitaire avec augmentation de l'immunoglobuline M [IgM]	0	D805	1			0	0	26
1961	Autres déficits immunitaires avec déficit prédominant de la production d'anticorps	0	D808	1			0	0	7
1962	Déficit immunitaire avec déficit prédominant de la production d'anticorps, sans précision	0	D809	1			0	0	195
1964	Déficit immunitaire combiné sévère [DICS] avec dysgénésie réticulaire	0	D810	2			0	0	1
1965	Déficit immunitaire combiné sévère [DICS] avec nombre faible de cellules B et T	0	D811	2			0	0	16
1966	Déficit immunitaire combiné sévère [DICS] avec nombre faible ou normal de cellules B	0	D812	2			0	0	4
1972	Autres déficits immunitaires combinés	0	D818	2			0	0	8
1973	Déficit immunitaire combiné, sans précision	0	D819	2			0	0	180
1975	Syndrome de Wiskott-Aldrich	0	D820	2			0	0	11
1976	Syndrome de Di George	0	D821	2			0	0	5
1977	Déficit immunitaire avec micromélie	0	D822	2			0	0	1
1978	Déficit immunitaire avec réponse héréditaire anormale au virus d'Epstein-Barr	0	D823	2			0	0	28
1979	Syndrome d'hyperimmunoglobuline E [IgE]	0	D824	2			0	0	21
1980	Déficit immunitaire associé à d'autres anomalies majeures précisées	0	D828	2			0	0	9
1981	Déficit immunitaire associé à une anomalie majeure, sans précision	0	D829	2			0	0	6
1983	Déficit immunitaire commun variable avec anomalies prédominantes du nombre et de la fonction des lymphocytes B	0	D830	2			0	0	227
1984	Déficit immunitaire commun variable avec anomalies prédominantes des lymphocytes T immunorégulateurs	0	D831	2			0	0	40
1985	Déficit immunitaire commun variable avec autoanticorps anti-lymphocytes B ou T	0	D832	2			0	0	1
1986	Autres déficits immunitaires communs variables	0	D838	2			0	0	10
1987	Déficit immunitaire commun variable, sans précision	0	D839	2			0	0	4104
1989	Anomalie de la fonction lymphocytaire antigène-1 (LFA-1)	0	D840	1			0	0	1
1990	Déficit du complément	0	D841	1			0	0	41
1991	Autres déficits immunitaires précisés	0	D848	1			0	0	76
1992	Déficit immunitaire, sans précision	0	D849	1			0	0	6997
1994	Sarcoïdose du poumon	0	D860	1			0	0	619
1995	Sarcoïdose des ganglions lymphatiques	0	D861	1			0	0	118
1996	Sarcoïdose du poumon avec sarcoïdose des ganglions lymphatiques	0	D862	1			0	0	348
1997	Sarcoïdose de la peau	0	D863	1			0	0	532
1998	Sarcoïdose de localisations autres et associées	0	D868	1			0	0	1174
1999	Sarcoïdose, sans précision	0	D869	1			0	0	1424
2001	Hypergammaglobulinémie polyclonale	0	D890	1			0	0	132
2002	Cryoglobulinémie	0	D891	2			0	0	1100
2003	Hypergammaglobulinémie, sans précision	0	D892	1			0	0	87
2004	Syndrome de restauration immunitaire	0	D893	1			0	0	1
2005	Autres anomalies précisées du système immunitaire, non classées ailleurs	0	D898	1			0	0	154
2006	Anomalie du système immunitaire, sans précision	0	D899	1		1	0	0	14
2008	Syndrome d'insuffisance thyroïdienne congénitale de type neurologique	0	E000	1			0	0	11
2009	Syndrome d'insuffisance thyroïdienne congénitale de type myxoedémateux	0	E001	1			0	0	1
2011	Syndrome d'insuffisance thyroïdienne congénitale, sans précision	0	E009	1			0	0	4
2013	Goitre diffus (endémique) lié à une carence en iode	0	E010	1			0	0	9
2014	Goitre multinodulaire (endémique) lié à une carence en iode	0	E011	1			0	0	72
2015	Goitre (endémique) lié à une carence en iode, sans précision	0	E012	1			0	0	6
2016	Autres affections thyroïdiennes et apparentées liées à une carence en iode	0	E018	1			0	0	60
2017	Hypothyroïdie par carence inapparente en iode	0	E02	1			0	0	10
2019	Hypothyroïdie congénitale, avec goitre diffus	0	E030	1			0	0	17
2020	Hypothyroïdie congénitale, sans goitre	0	E031	1			0	0	15
2021	Hypothyroïdie due à des médicaments et à d'autres produits exogènes	0	E032	1			0	0	89
2022	Hypothyroïdie post-infectieuse	0	E033	1			0	0	3
2023	Atrophie de la thyroïde (acquise)	0	E034	1			0	0	25
2024	Coma myxoedémateux	0	E035	3			0	0	6
2025	Autres hypothyroïdies précisées	0	E038	1			0	0	269
2026	Hypothyroïdie, sans précision	0	E039	1			0	0	6528
2028	Goitre diffus non toxique	0	E040	1			0	0	22
2029	Nodule thyroïdien simple non toxique	0	E041	1			0	0	2052
2030	Goitre multinodulaire (non toxique)	0	E042	1			0	0	1246
2031	Autres goitres non toxiques précisés	0	E048	1			0	0	104
2032	Goitre (non toxique), sans précision	0	E049	1			0	0	1553
2034	Thyréotoxicose avec goitre diffus	0	E050	2			0	0	1119
2035	Thyréotoxicose avec nodule thyroïdien simple	0	E051	2			0	0	119
2036	Thyréotoxicose avec goitre multinodulaire toxique	0	E052	2			0	0	137
2038	Thyréotoxicose factice	0	E054	2			0	0	2
2039	Crise aiguë thyréotoxique	0	E055	2			0	0	29
2040	Autres thyréotoxicoses	0	E058	2			0	0	329
2041	Thyréotoxicose, sans précision	0	E059	2			0	0	1042
2043	Thyroïdite aiguë	0	E060	1			0	0	14
2044	Thyroïdite subaiguë	0	E061	1			0	0	14
2045	Thyroïdite chronique avec thyréotoxicose transitoire	0	E062	1			0	0	5
2046	Thyroïdite auto-immune	0	E063	1			0	0	318
2047	Thyroïdite médicamenteuse	0	E064	1			0	0	4
2048	Autres thyroïdites chroniques	0	E065	1			0	0	5
2049	Thyroïdite, sans précision	0	E069	1			0	0	187
2052	Goitre dû un trouble de l'hormonosynthèse	0	E071	1			0	0	3
2053	Autres affections précisées de la thyroïde	0	E078	1			0	0	94
2054	Affection de la thyroïde, sans précision	0	E079	1		1	0	0	64
2055	Diabète sucré insulino-dépendant	0	E10	1			0	0	2
2056	Diabète sucré insulino-dépendant, avec coma	0	E100	2			0	0	331
2057	Diabète sucré insulino-dépendant, avec acidocétose	0	E101	2			0	0	998
2058	Diabète sucré insulino-dépendant, avec complications rénales	0	E102	2			0	0	1041
2059	Diabète sucré insulino-dépendant, avec complications oculaires	0	E103	2			0	0	3023
2060	Diabète sucré insulino-dépendant, avec complications neurologiques	0	E104	2			0	0	732
2061	Diabète sucré insulino-dépendant, avec complications vasculaires périphériques	0	E105	2			0	0	1211
2062	Diabète sucré insulino-dépendant, avec autres complications précisées	0	E106	2			0	0	1598
2063	Diabète sucré insulino-dépendant, avec complications multiples	0	E107	2			0	0	6954
2064	Diabète sucré insulino-dépendant, avec complications non précisées	0	E108	2		1	0	0	1326
2065	Diabète sucré insulino-dépendant, sans complication	0	E109	2			0	0	11467
2079	Diabète sucré de malnutrition, avec acidocétose	0	E121	2			0	0	1
2080	Diabète sucré de malnutrition, avec complications rénales	0	E122	2			0	0	2
2082	Diabète sucré de malnutrition, avec complications neurologiques	0	E124	2			0	0	4
2083	Diabète sucré de malnutrition, avec complications vasculaires périphériques	0	E125	1			0	0	2
2084	Diabète sucré de malnutrition, avec autres complications précisées	0	E126	1			0	0	2
2085	Diabète sucré de malnutrition, avec complications multiples	0	E127	1			0	0	5
2086	Diabète sucré de malnutrition, avec complications non précisées	0	E128	1		1	0	0	10
2087	Diabète sucré de malnutrition, sans complication	0	E129	1			0	0	16
2089	Autres diabètes sucrés précisés, avec coma	0	E130	2			0	0	6
2090	Autres diabètes sucrés précisés, avec acidocétose	0	E131	2			0	0	12
2091	Autres diabètes sucrés précisés, avec complications rénales	0	E132	2			0	0	19
2092	Autres diabètes sucrés précisés, avec complications oculaires	0	E133	2			0	0	13
2093	Autres diabètes sucrés précisés, avec complications neurologiques	0	E134	2			0	0	10
2094	Autres diabètes sucrés précisés, avec complications vasculaires périphériques	0	E135	1			0	0	11
2095	Autres diabètes sucrés précisés, avec autres complications précisées	0	E136	1			0	0	16
2096	Autres diabètes sucrés précisés, avec complications multiples	0	E137	1			0	0	31
2097	Autres diabètes sucrés précisés, avec complications non précisées	0	E138	1		1	0	0	20
2098	Autres diabètes sucrés précisés, sans complication	0	E139	1			0	0	116
2100	Diabète sucré, sans précision, avec coma	0	E140	2			0	0	104
2101	Diabète sucré, sans précision, avec acidocétose	0	E141	2			0	0	722
2102	Diabète sucré, sans précision, avec complications rénales	0	E142	2			0	0	72
2103	Diabète sucré, sans précision, avec complications oculaires	0	E143	2			0	0	61
2104	Diabète sucré, sans précision, avec complications neurologiques	0	E144	2			0	0	589
2105	Diabète sucré, sans précision, avec complications vasculaires périphériques	0	E145	1			0	0	721
2106	Diabète sucré, sans précision, avec autres complications précisées	0	E146	1			0	0	148
2107	Diabète sucré, sans précision, avec complications multiples	0	E147	1			0	0	479
2108	Diabète sucré, sans précision, avec complications non précisées	0	E148	1		1	0	0	1456
2109	Diabète sucré, sans précision, sans complication	0	E149	1			0	0	4985
2110	Coma hypoglycémique non diabétique	0	E15	2			0	0	44
2112	Hypoglycémie médicamenteuse, sans coma	0	E160	2			0	0	65
2113	Autres hypoglycémies	0	E161	2			0	0	55
2114	Hypoglycémie, sans précision	0	E162	2			0	0	852
2115	Hypersécrétion de glucagon	0	E163	1			0	0	3
2117	Hypersécrétion du pancréas endocrine (polypeptide, intestinal vaso-actif, pancréatique, “releasing factor” de l'hormone de croissance, somatostatine)	0	E168	1			0	0	7
2118	Anomalie de la régulation de la sécrétion pancréatique	0	E169	1			0	0	14
2120	Hypoparathyroïdie idiopathique	0	E200	2			0	0	18
2121	Pseudohypoparathyroïdie	0	E201	2			0	0	8
2122	Autres hypoparathyroïdies	0	E208	2			0	0	10
2123	Hypoparathyroïdie, sans précision	0	E209	2			0	0	62
2125	Hyperparathyroïdie primaire	0	E210	2			0	0	2696
2126	Hyperparathyroïdie secondaire, non classée ailleurs	0	E211	2			0	0	716
2127	Autres hyperparathyroïdies	0	E212	2			0	0	88
2128	Hyperparathyroïdie, sans précision	0	E213	2			0	0	441
2129	Autres maladies précisées de la glande parathyroïde	0	E214	2			0	0	25
2130	Maladie de la glande parathyroïde, sans précision	0	E215	1		1	0	0	22
2132	Acromégalie et gigantisme	0	E220	1			0	0	816
2133	Hyperprolactinémie	0	E221	1			0	0	102
2134	Syndrome de sécrétion anormale de l'hormone antidiurétique	0	E222	3			0	0	49
2135	Autres hypersécrétions de l'hypophyse	0	E228	1			0	0	4
2136	Hypersécrétion de l'hypophyse, sans précision	0	E229	1			0	0	18
2138	Hypopituitarisme	0	E230	1			0	0	571
2139	Hypopituitarisme médicamenteux	0	E231	1			0	0	33
2140	Diabète insipide	0	E232	2			0	0	394
2141	Anomalie hypothalamique, non classée ailleurs	0	E233	1			0	0	7
2142	Autres anomalies de l'hypophyse	0	E236	1			0	0	59
2143	Anomalie de l'hypophyse, sans précision	0	E237	1		1	0	0	73
2145	Maladie de Cushing hypophyso-dépendante	0	E240	1			0	0	167
2146	Syndrome de Nelson	0	E241	1			0	0	5
2147	Syndrome de Cushing médicamenteux	0	E242	1			0	0	48
2148	Syndrome de sécrétion ectopique d'ACTH	0	E243	1			0	0	6
2149	Pseudosyndrome de Cushing dû à l'alcool	0	E244	1			0	0	1
