"NUM_HOPITAL"	"HOPITAL"	"POLE"	"POLE.LIB"	"CHEF.SERVICE"	"SERVICE"	"URM"	"URM.LIB"	"UH"	"UH.LIB"	"UA"	"VAL.DEB"	"VAL.FIN"	"UGIPOP"
47	"Lariboisiere"	105	"DUNEGO"	"PR BARRANGER"	"Obstetrique"	75	"Obstetrique"	525	"MATER-5"	711	"01/01/1992"	"01/04/2000"	
47	"Lariboisiere"	105	"DUNEGO"	"PR BARRANGER"	"Obstetrique"	75	"Obstetrique"	528	"GYNECOLOGIE"	712	"01/01/1992"	"28/02/2008"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR GAUDRIC"	"Ophtalmologie"	120	"Ophtalmologie"	444	"HOSP ETAGE 2 OPH"	1211	"01/01/1992"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR GAUDRIC"	"Ophtalmologie"	120	"Ophtalmologie"	452	"HOSP. AL. PMASSIN                       "	1211	"14/09/2009"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR GAUDRIC"	"Ophtalmologie"	120	"Ophtalmologie"	602	"HOSP.CERVCO"	1211	"30/01/2008"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR GAUDRIC"	"Ophtalmologie"	120	"Ophtalmologie"	441	"OPH CL-P NEURORAD."	1228	"23/05/2008"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR GAUDRIC"	"Ophtalmologie"	120	"Ophtalmologie"	443	"ARTERIOGRAPHIE"	1228	"27/10/2003"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR GAUDRIC"	"Ophtalmologie"	120	"Ophtalmologie"	446	"HDJ OPHTALMOLOGIE"	1228	"01/09/1999"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR GAUDRIC"	"Ophtalmologie"	120	"Ophtalmologie"	445	"OPH-CL-P"	1211	"27/05/1998"	"06/04/2004"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR TRAN BA HUY"	"ORL"	110	"ORL"	461	"ORL GDE GARDE"	1111	"01/11/1998"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR TRAN BA HUY"	"ORL"	110	"ORL"	462	"O-R-L"	1111	"01/01/1992"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR TRAN BA HUY"	"ORL"	110	"ORL"	567	"ORL ACT LIB KANIA"	1111	"01/01/1992"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR TRAN BA HUY"	"ORL"	110	"ORL"	463	"ORL CL-P TBHP"	1111	"01/01/1992"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR TRAN BA HUY"	"ORL"	110	"ORL"	465	"ORL CL-P HP"	1111	"01/01/1992"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR TRAN BA HUY"	"ORL"	110	"ORL"	560	"ORL ACTIVITE NEURORAD."	1111	"23/05/2008"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR TRAN BA HUY"	"ORL"	110	"ORL"	562	"ORL PR MONTEIL                          "	1111	"13/07/2009"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR TRAN BA HUY"	"ORL"	110	"ORL"	563	"ORL CL-P PR MONTEIL                     "	1111	"13/07/2009"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR TRAN BA HUY"	"ORL"	110	"ORL"	566	"IMPLANTOLOGIE PAYANT ORL"	1111	"13/07/2001"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR TRAN BA HUY"	"ORL"	110	"ORL"	469	"HOP-JOUR-ORL"	1128	"01/01/1992"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR TRAN BA HUY"	"ORL"	110	"ORL"	561	"HDJ ORL PR MONTEIL"	1128	"13/07/2009"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR TRAN BA HUY"	"ORL"	110	"ORL"	456	"ORL ANEST.CH.AMBUL"	1129	"10/11/1998"	"01/04/2008"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR MONTEIL"	"ORL"	490	"ORL MAXILLO FACIAL"	490	"HC ORL MAXILLO "		"23/10/2009"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR MONTEIL"	"ORL"	490	"ORL MAXILLO FACIAL"	507	"HC ORL PRIVE "		"23/10/2009"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR MONTEIL"	"ORL"	490	"ORL MAXILLO FACIAL"	508	"HDJ ORL "		"23/10/2009"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR MONTEIL"	"ORL"	490	"ORL MAXILLO FACIAL"	518	"HDJ ORL PRIVE M"		"23/10/2009"	"01/01/3000"	
47	"Lariboisiere"	108	"Biologie anatomopathologie"	"PR LEVY"	"Physiologie EF"	220	"Explorations fonctionnelles"	459	"HDJ E.F-H.T.A"	2226	"01/01/2007"	"01/01/3000"	
47	"Lariboisiere"	106	"Urgences"	"PR PAYEN DE LA."	"Reanimation Chirurgicale LRB"	240	"Reanimation chirurgicale"	229	"REA-CHIRURGI"	2422	"01/01/1992"	"01/01/3000"	
47	"Lariboisiere"	106	"Urgences"	"PR PAYEN DE LA."	"Reanimation Chirurgicale LRB"	240	"Reanimation chirurgicale"	230	"REA CLOVIS VINCENT"	2432	"03/01/2005"	"01/01/3000"	
47	"Lariboisiere"	106	"Urgences"	"PR BAUD"	"Reanimation medicale et toxicologie"	22	"Reanimation medicale et toxicologique"	421	"REANIMATION MEDICALE"	5713	"12/03/1997"	"01/01/3000"	
47	"Lariboisiere"	103	"Appareil Locomoteur"	"PR BARDIN"	"Rhumatologie A"	10	"Rhumatologie A"	494	"CHARCOT"	111	"01/01/1992"	"12/01/2008"	
47	"Lariboisiere"	103	"Appareil Locomoteur"	"PR BARDIN"	"Rhumatologie A"	10	"Rhumatologie A"	493	"P-MARIE-VP3D"	112	"01/01/1992"	"01/01/3000"	
47	"Lariboisiere"	103	"Appareil Locomoteur"	"PR BARDIN"	"Rhumatologie A"	10	"Rhumatologie A"	495	"HSEM-BOUILLAUD"	117	"01/01/1992"	"03/02/2007"	
47	"Lariboisiere"	103	"Appareil Locomoteur"	"PR BARDIN"	"Rhumatologie A"	10	"Rhumatologie A"	491	"HDJ RHUMAT DUPUY 3CA"	128	"24/06/2004"	"01/01/3000"	
47	"Lariboisiere"	103	"Appareil Locomoteur"	"PR BARDIN"	"Rhumatologie A"	10	"Rhumatologie A"	497	"HDJ SICARD 1 ETAGE"	128	"01/09/1999"	"01/02/2008"	
47	"Lariboisiere"	103	"Appareil Locomoteur"	"PR BARDIN"	"Rhumatologie A"	10	"Rhumatologie A"	498	"HDJ O.T1"	128	"28/03/2003"	"01/01/3000"	
47	"Lariboisiere"	103	"Appareil Locomoteur"	"PR ORCEL"	"Rhumatologie B"	11	"Rhumatologie B"	435	"H-SEM-CHARCOT"	517	"19/01/2007"	"01/01/3000"	
47	"Lariboisiere"	106	"Urgences"	"PR BAUD"	"SC medicale et toxicologie"	23	"SC Reanimation medicale et toxicologique"	451	"SURVEIL.CONT.MEDECINE"	5716	"01/01/2006"	"01/01/3000"	
47	"Lariboisiere"	106	"Urgences"	"PR PLAISANCE"	"Urgences UHCD LRB"	140	"UHU"	516	"U.H.U UNITE HOSP.URGENCE"	1522	"01/01/1995"	"01/01/3000"	
47	"Lariboisiere"	106	"Urgences"	"PR PLAISANCE"	"Urgences UHCD LRB"	140	"UHU"	585	"HOSP-POST-PORTE"	1522	"01/01/1998"	"02/10/2006"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR GEORGES"	"Neurochirurgie"	100	"Neurochirurgie"	210	"H.NEUROCHIR FROELICH "	1019	"01/05/2012"	"01/01/3000"	
47	"Lariboisiere"	105	"DUNEGO"	"PR BARRANGER"	"CRN LRB"	74	"Gynecologie"	832	"BLOC MATER"		"01/01/1980"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR GEORGES"	"Neurochirurgie"	100	"Neurochirurgie"	688	"S-OP-LEDENTU                            "		"01/01/1992"	"31/12/2999"	1021
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR GEORGES"	"Neurochirurgie"	100	"Neurochirurgie"	689	"S-OP-DOULEUR                            "		"16/03/1994"	"31/12/2999"	1021
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR TRAN BA HUY"	"ORL"	110	"ORL"	718	"BL.OP ODONTOLOGIE                       "		"02/12/1999"	"31/12/2999"	1121
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR TRAN BA HUY"	"ORL"	110	"ORL"	719	"BL.OP IMPLANTOLOGIE                     "		"02/12/1999"	"31/12/2999"	1121
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR TRAN BA HUY"	"ORL"	110	"ORL"	788	"S-OP-O-R-L                              "		"01/01/1992"	"31/12/2999"	1121
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR TRAN BA HUY"	"ORL"	110	"ORL"	789	"BLOC ORL G.GARDE                        "		"23/05/2001"	"31/12/2999"	1121
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR TRAN BA HUY"	"ORL"	110	"ORL"	797	"ECAM 2                                  "		"01/01/2002"	"31/12/2999"	1121
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR TRAN BA HUY"	"ORL"	110	"ORL"	797	"ECAM 2                                  "		"01/01/2002"	"31/12/2999"	"IPOP4900"
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR GAUDRIC"	"Ophtalmologie"	120	"Ophtalmologie"	752	"S-OP-OPHT                               "		"01/01/1992"	"31/12/2999"	1221
47	"Lariboisiere"	103	"Appareil Locomoteur"	"PR SEDEL"	"Chirurgie Orthopedique"	470	"Orthopedie"	846	"S-OP-ORTHOPEDIE                         "		"29/03/1996"	"31/12/2999"	4721
47	"Lariboisiere"	105	"DUNEGO"	"PR MARTEAU"	"Hepato-gastro-enterologie"	600	"Hepato gastro enterologie"	691	"ENDOSCOPIE                              "		"18/12/1999"	"31/12/2999"	4241
47	"Lariboisiere"	105	"DUNEGO"	"PR MARTEAU"	"Hepato-gastro-enterologie"	600	"Hepato gastro enterologie"	918	"ENDOSCOPIE ACTIVITE LIBERALE            "		"10/09/2004"	"31/12/2999"	4241
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR GEORGES"	"Neurochirurgie"	100	"Neurochirurgie"	688	"S-OP-LEDENTU                            "		"01/01/1992"	"31/12/2999"	"IPOP1021"
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"	"PR GEORGES"	"Neurochirurgie"	100	"Neurochirurgie"	689	"S-OP-DOULEUR                            "		"16/03/1994"	"31/12/2999"	"IPOP1021"
47	"Lariboisiere"					999	"URM FICTIVE"	603	"S-OP.CHIR                               "		"01/01/2007"	"31/12/2999"	"IPOP4232"
47	"Lariboisiere"					999	"URM FICTIVE"	604	"S-OP-URGENCES                           "		"01/01/2007"	"31/12/2999"	"IPOP4232"
47	"Lariboisiere"	106	"Urgences"	"PR PAYEN DE LA."	"Reanimation Chirurgicale LRB"	240	"Reanimation chirurgicale"	228	"REA-CHIRURGI  "		"01/01/1992"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"		"MPR"	539		312	"REEDUC.FONCT."		01/01/2002	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"		"MPR"	539		314	"REED NEUROLOGIQUE"		"01/01/2002"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"		"MPR"	539		317	"HDJ REEDUC."		"01/01/2002"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"		"MPR"	539		318	"HDJ REEDUC 1CA"		"01/01/2002"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"		"Psychiatrie"	561		272	"CHIRAY"		"01/01/2002"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"		"Psychiatrie"	561		273	"MONOD"		"01/01/2002"	"01/01/3000"	
47	"Lariboisiere"	104	"Neurosciences Tete et Cou"		"Psychiatrie"	561		278	"ANTONIN CLERCÊ"		"01/01/2002"	"01/01/3000"	
